Rk,,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TSA,Pt/TSA,Adj. Pts,Possessions,ThreshPts,Adj Pt,FGA,FTA,3FG,AST,TO,ORB,DRB,TRB,STL,BLK,PF,% of TRB,% of STL,% of PF,% of AST,% of BLK,% of ThreshPts,Position,Pos Num,Est Pos 1,Min Adj 1,Trim 1,Tm Avg 1,Adj Pos 2,Trim 2,Tm Avg 2,Adj Pos 3,Trim 3,Tm Avg 3,Adj Pos 4,Position,Est Off. Role 1,Min Adj 1,Trim 1,Tm Avg 1,Adj Off. Role 2,Trim 2,Tm Avg 2,Adj Off. Role 3,Trim 3,Tm Avg 3,Adj Off. Role 4,Offensive Role,Player,Adj. Pt,FGA,FTA,3FG,AST,TO,ORB,DRB,TRB,STL,BLK,PF,Scoring,Ballhandling,Rebounding,Defense,Pos Const,Raw BPM,% Min,Contrib,Player,Adj. Pt,FGA,FTA,3FG,AST,TO,ORB,DRB,TRB,STL,BLK,PF,Scoring,Ballhandling,Rebounding,Defense,Pos Const,Raw OBPM,% Min,Contrib,Player,Pos,Off. Role,Minutes,MPG,BPM,OBPM,DBPM,Contrib,VORP,ReMPG,ReMin,ExpBPM,ReBPM,ReOBPM,ReDBPM
13,#34 Leilah Vigil,21,4,,60,10,25,0.4,1,4,0.25,9,21,0.429,,1,3,0.333,6,17,23,5,2,1,2,11,22,26,0.84,19.7,122,2,16.2,20.5,2.5,0.8,4.1,1.6,4.9,13.9,18.8,1.6,0.8,9,49.60%,17.00%,39.70%,20.80%,29.20%,6.40%,SF,3,6.2,4.7,4.7,3,4.7,4.7,3,4.7,4.7,3,4.7,4.7,4.1,4,4,3.02,4,4,3,4,4,3,4,4,#34 Leilah Vigil,0.86,-0.726,-0.319,0.389,1.002,-0.964,0.212,0.176,0,1.034,0.747,-0.367,-1.4,2.5,3.5,-1,1.4,5,6.50%,0.3,#34 Leilah Vigil,0.605,-0.437,-0.192,0.477,0.476,-0.86,0.435,0.088,0,0.286,0.142,-0.439,0.7,0.5,3.4,-3.4,0.4,1.7,6.50%,0.1,#34 Leilah Vigil (1st),4.7,4,60,15,-0.3,0.6,-0.9,0,0.11,7.5,130,-3.4,-2.4,-2.2,-0.3
14,#35 Jumoke Adaramoye,21,8,,27,3,10,0.3,0,1,0,3,9,0.333,,2,2,1,2,9,11,0,4,1,4,6,8,11,0.74,7.1,55,0,12.9,18.2,3.6,0,0,7.3,3.6,16.4,20,7.3,1.8,10.9,52.70%,75.70%,48.10%,0.00%,64.90%,-1.50%,SF,3,6.4,4.2,4.2,3,4.2,4.2,3,4.2,4.2,3,4.2,4.2,6.1,4.7,4.7,3.02,4.7,4.7,3,4.7,4.7,3,4.7,4.7,#35 Jumoke Adaramoye,0.86,-0.765,-0.337,0.389,0.941,-0.964,0.269,0.168,0,1.082,0.831,-0.367,-4.1,-7,3.7,5.4,2.4,0.4,2.90%,0,#35 Jumoke Adaramoye,0.605,-0.462,-0.203,0.477,0.476,-0.82,0.46,0.059,0,0.27,0.226,-0.439,-1.4,-6,2.6,-2.4,0.7,-6.4,2.90%,-0.2,#35 Jumoke Adaramoye (3rd),4.2,4.7,27,3.4,-4.9,-7.5,2.6,-0.1,-0.08,2.3,141,-4.4,-4.4,-4.9,0.4
15,#55 Abby Rathbun,21,23,,549,49,102,0.48,2,13,0.154,47,89,0.528,,28,45,0.622,40,46,86,38,21,3,31,60,128,122,1.05,117.5,1116,36,10.5,9.1,4,0.2,3.4,2.8,3.6,4.1,7.7,1.9,0.3,5.4,20.30%,19.50%,23.70%,17.30%,9.60%,12.00%,SG,2,3.2,3.1,3.1,3,3.1,3.1,3,3.1,3.1,3,3.1,3.1,3.8,3.8,3.8,3.02,3.8,3.8,3,3.8,3.8,3,3.8,3.8,#55 Abby Rathbun,0.86,-0.715,-0.315,0.389,0.816,-0.964,0.388,0.15,0,1.181,1.002,-0.367,1.3,0.1,2,0.5,1.1,5.1,59.10%,3,#55 Abby Rathbun,0.605,-0.43,-0.189,0.477,0.476,-0.737,0.51,0,0,0.238,0.398,-0.439,1.8,-0.4,1.8,-1.8,0.4,1.7,59.10%,1,#55 Abby Rathbun (3rd),3.1,3.8,549,23.9,-0.2,0.6,-0.8,-0.1,1.07,20.3,0,-1.2,-0.2,0.6,-0.8
1,#3 Lexie Pritchard,21,23,,610,56,157,0.357,7,37,0.189,49,120,0.408,,25,36,0.694,15,39,54,45,28,2,48,35,144,173,0.83,139.5,1225,24,11.4,12.8,2.9,0.6,3.7,3.9,1.2,3.2,4.4,2.3,0.2,2.9,11.40%,21.00%,13.80%,24.50%,6.30%,7.50%,SG,2,2,2,2,3.03,1.9,1.9,3.01,1.9,1.9,3,1.9,1.9,3.7,3.8,3.8,3.02,3.7,3.7,3,3.7,3.7,3,3.7,3.7,#3 Lexie Pritchard,0.86,-0.71,-0.313,0.389,0.686,-0.964,0.512,0.131,0,1.285,1.182,-0.367,0,-1.3,1,2.1,0.6,2.4,66.30%,1.6,#3 Lexie Pritchard,0.605,-0.427,-0.188,0.477,0.476,-0.65,0.563,-0.062,0,0.204,0.579,-0.439,1.1,-0.8,0.5,-0.7,-0.6,-0.5,66.30%,-0.3,#3 Lexie Pritchard (1st),1.9,3.7,610,26.5,-2.6,-2.3,-0.3,-1.7,-0.4,22.6,0,-0.8,-2.6,-2.3,-0.3
2,#4 Anna Johnson,21,8,,25,1,7,0.143,1,4,0.25,0,3,0,,0,0,,1,1,2,0,2,0,2,2,3,7,0.43,2.8,50,-2,5.6,13.9,0,2,0,4,2,2,4,4,0,4,10.30%,36.60%,19.30%,0.00%,0.00%,-14.40%,SG,2,2.3,2.1,2.1,3.03,2.1,2.1,3.01,2.1,2.1,3,2.1,2.1,7.2,5.1,5,3.02,5.1,5,3,5.1,5,3,5.1,5,#4 Anna Johnson,0.86,-0.78,-0.343,0.389,0.7,-0.964,0.498,0.133,0,1.273,1.162,-0.367,-5.3,-3.8,1.3,3.6,2.4,-1.9,2.70%,-0.1,#4 Anna Johnson,0.605,-0.472,-0.208,0.477,0.476,-0.659,0.557,-0.055,0,0.208,0.558,-0.439,-2.2,-2.6,1,-0.9,0.1,-4.7,2.70%,-0.1,#4 Anna Johnson (4th),2.1,5,25,3.1,-6.9,-6.5,-0.4,-0.2,-0.13,2.1,141.7,-4.4,-4.8,-4.7,-0.1
3,#5 Merle Wiehl,21,23,,565,99,190,0.521,37,85,0.435,62,105,0.59,,12,19,0.632,36,83,119,27,29,3,48,34,247,198,1.25,241.8,1134,109,21.3,16.8,1.7,3.3,2.4,4.2,3.2,7.3,10.5,2.6,0.3,3,27.10%,23.50%,14.50%,15.90%,10.20%,37.00%,SF,3,3.6,3.6,3.6,3.03,3.6,3.6,3.01,3.6,3.6,3,3.6,3.6,1.8,2,2,3.02,1.9,1.9,3,1.9,1.9,3,1.9,1.9,#5 Merle Wiehl,0.86,-0.612,-0.269,0.389,0.87,-0.964,0.338,0.157,0,1.139,0.929,-0.367,8.9,-2,2.2,2.1,-1.5,9.7,61.40%,6,#5 Merle Wiehl,0.605,-0.363,-0.16,0.477,0.476,-0.772,0.489,0.025,0,0.252,0.325,-0.439,8.1,-2.1,1.7,-0.6,-0.5,6.7,61.40%,4.1,#5 Merle Wiehl (5th),3.6,1.9,565,24.6,4.7,4.8,-0.2,2.9,4.09,20.9,0,-1.1,4.7,4.8,-0.2
4,#11 Bryce Nixon,21,23,,263,30,75,0.4,17,45,0.378,13,30,0.433,,3,5,0.6,1,9,10,12,13,1,22,10,80,77,1.04,78,528,26,14.8,14.2,0.9,3.2,2.3,4.2,0.2,1.7,1.9,2.5,0.2,1.9,4.90%,22.60%,9.20%,15.10%,7.30%,19.20%,SG,2,1.7,1.7,1.7,3.03,1.7,1.7,3.01,1.7,1.7,3,1.7,1.7,3.4,3.5,3.5,3.02,3.4,3.4,3,3.4,3.4,3,3.4,3.4,#11 Bryce Nixon,0.86,-0.694,-0.305,0.389,0.657,-0.964,0.539,0.127,0,1.308,1.221,-0.367,3.8,-2.5,0.3,2.8,0.1,4.4,28.60%,1.3,#11 Bryce Nixon,0.605,-0.416,-0.183,0.477,0.476,-0.631,0.575,-0.075,0,0.197,0.618,-0.439,4.4,-1.5,0,-0.2,-0.9,1.7,28.60%,0.5,#11 Bryce Nixon (2nd),1.7,3.4,263,11.4,-0.6,-0.2,-0.5,-0.2,0.39,9.7,62.3,-3,-1.1,-0.7,-0.4
5,#12 Ashlee Maldonado,21,23,,492,46,126,0.365,14,54,0.259,32,72,0.444,,26,33,0.788,9,37,46,78,20,0,36,27,132,141,0.94,128.3,988,34,13,12.8,3.3,1.4,7.9,3.6,0.9,3.7,4.7,2,0,2.7,12.00%,18.60%,13.20%,52.60%,0.00%,13.30%,PG,1,1,1,1,3.03,0.9,1,3.01,0.9,1,3,0.9,1,1.4,1.6,1.6,3.02,1.6,1.6,3,1.6,1.6,3,1.6,1.6,#12 Ashlee Maldonado,0.86,-0.592,-0.261,0.389,0.58,-0.964,0.613,0.116,0,1.369,1.327,-0.367,3.3,1.1,1,1.8,-2.8,4.3,53.50%,2.3,#12 Ashlee Maldonado,0.605,-0.351,-0.154,0.477,0.476,-0.579,0.606,-0.112,0,0.177,0.725,-0.439,3.5,1.6,0.1,-0.8,-2.3,2.2,53.50%,1.2,#12 Ashlee Maldonado (2nd),1,1.6,492,21.4,-0.7,0.4,-1.1,-0.4,0.7,18.2,0,-1.6,-0.7,0.4,-1.1
6,#14 Katie Harris,21,5,,7,0,0,,0,0,-,0,0,,,2,2,1,1,0,1,0,0,1,1,0,2,1,2.27,2,14,1,14.1,0,14.2,0,0,7.1,7.1,0,7.1,0,7.1,0,18.30%,0.00%,0.00%,0.00%,273.70%,38.10%,C,5,8.3,5.4,5,3.03,5.4,5,3.01,5.4,5,3,5.4,5,2.7,3.8,3.8,3.02,3.8,3.8,3,3.8,3.8,3,3.8,3.8,#14 Katie Harris,0.86,-0.715,-0.315,0.389,1.034,-0.964,0.181,0.181,0,1.008,0.703,-0.367,7.6,-6.9,1.3,5,1.1,8.2,0.80%,0.1,#14 Katie Harris,0.605,-0.43,-0.189,0.477,0.476,-0.882,0.422,0.103,0,0.294,0.097,-0.439,5.8,-6.3,3,0.7,0.4,3.6,0.80%,0,#14 Katie Harris (4th),5,3.8,7,1.4,3.1,1.8,1.4,0,0.04,0.8,147.7,-4.6,-4.3,-4.3,0.1
7,#22 Ashlyn Herlihy,21,23,,710,98,203,0.483,24,56,0.429,74,147,0.503,,46,58,0.793,40,112,152,29,20,10,57,60,266,229,1.16,260,1425,107,18.2,14.2,4.1,1.7,2,4,2.8,7.9,10.7,1.4,0.7,4.2,27.50%,12.90%,20.40%,13.60%,27.00%,28.90%,SF,3,4.4,4.3,4.3,3.03,4.2,4.2,3.01,4.2,4.2,3,4.2,4.2,2.6,2.7,2.7,3.02,2.7,2.7,3,2.7,2.7,3,2.7,2.7,#22 Ashlyn Herlihy,0.86,-0.653,-0.287,0.389,0.947,-0.964,0.264,0.169,0,1.077,0.822,-0.367,5.9,-1.9,2.1,0.5,-0.4,6.1,77.20%,4.7,#22 Ashlyn Herlihy,0.605,-0.39,-0.172,0.477,0.476,-0.824,0.457,0.062,0,0.272,0.217,-0.439,5.6,-2.3,1.8,-1.3,-0.1,3.6,77.20%,2.8,#22 Ashlyn Herlihy (3rd),4.2,2.7,710,30.9,1.1,1.8,-0.7,0.8,2.38,26.3,0,-0.1,1.1,1.8,-0.7
8,#23 Lindsey VanAllen,21,22,,618,81,204,0.397,28,84,0.333,53,120,0.442,,82,105,0.781,15,74,89,25,29,4,45,43,272,250,1.09,265.4,1241,98,21.4,16.4,8.5,2.3,2,3.6,1.2,6,7.2,2.3,0.3,3.5,18.50%,21.50%,16.80%,13.40%,12.40%,30.40%,PG,1,3.1,2.9,2.9,3.03,2.9,2.9,3.01,2.9,2.9,3,2.9,2.9,2.5,2.6,2.6,3.02,2.6,2.6,3,2.6,2.6,3,2.6,2.6,#23 Lindsey VanAllen,0.86,-0.648,-0.285,0.389,0.796,-0.964,0.408,0.147,0,1.197,1.031,-0.367,6.2,-1.9,1.4,1.9,-0.6,6.9,67.20%,4.7,#23 Lindsey VanAllen,0.605,-0.387,-0.17,0.477,0.476,-0.723,0.519,-0.01,0,0.233,0.427,-0.439,6.2,-1.7,0.6,-0.8,-0.3,4,67.20%,2.7,#23 Lindsey VanAllen (2nd),2.9,2.6,618,28.1,1.9,2.2,-0.3,1.3,2.62,23.8,0,-0.6,1.9,2.2,-0.3
9,#24 Shayley Harris,21,17,,136,9,24,0.375,0,0,-,9,24,0.375,,2,4,0.5,16,16,32,1,6,4,14,15,20,26,0.78,19.3,273,2,7.1,8.8,1.5,0,0.4,5.1,5.9,5.9,11.7,2.2,1.5,5.5,30.20%,20.20%,26.60%,2.40%,56.30%,2.90%,C,5,5.4,5.3,5,3.03,5.2,5,3.01,5.2,5,3,5.2,5,5.6,5.2,5,3.02,5.1,5,3,5.1,5,3,5.1,5,#24 Shayley Harris,0.86,-0.78,-0.343,0.389,1.034,-0.964,0.181,0.181,0,1.008,0.703,-0.367,-1.3,-4.6,2.1,1.2,2.8,0.3,14.80%,0,#24 Shayley Harris,0.605,-0.472,-0.208,0.477,0.476,-0.882,0.422,0.103,0,0.294,0.097,-0.439,-0.2,-4.3,3.1,-1.6,0.9,-2.2,14.80%,-0.3,#24 Shayley Harris (1st),5,5,136,8,-4.8,-4,-0.7,-0.7,-0.41,6.5,104.7,-3.6,-4.3,-3.9,-0.4
10,#30 Lara Edmanson,21,20,,194,19,47,0.404,3,11,0.273,16,36,0.444,,11,17,0.647,14,39,53,0,7,7,13,34,52,54,0.95,50.6,389,14,13,12.1,4.4,0.8,0,3.3,3.6,10,13.6,1.8,1.8,8.7,35.10%,16.50%,42.30%,0.00%,69.10%,13.90%,SG,2,6.3,5.4,5,3.03,5.4,5,3.01,5.4,5,3,5.4,5,4.8,4.6,4.6,3.02,4.6,4.6,3,4.6,4.6,3,4.6,4.6,#30 Lara Edmanson,0.86,-0.759,-0.334,0.389,1.034,-0.964,0.181,0.181,0,1.008,0.703,-0.367,0.8,-3.2,2.5,-0.1,2.2,2.2,21.10%,0.5,#30 Lara Edmanson,0.605,-0.459,-0.202,0.477,0.476,-0.882,0.422,0.103,0,0.294,0.097,-0.439,1.8,-2.9,2.5,-3.1,0.7,-1,21.10%,-0.2,#30 Lara Edmanson (4th),5,4.6,194,9.7,-2.8,-2.8,0,-0.6,-0.18,8.1,85.3,-3.3,-3,-3,0
11,#31 Ashley Hiraki,21,23,,400,31,107,0.29,12,44,0.273,19,63,0.302,,44,58,0.759,13,30,43,37,24,2,42,48,118,133,0.89,114.5,803,26,14.3,13.3,7.2,1.5,4.6,5.2,1.6,3.7,5.4,3,0.2,6,13.80%,27.50%,29.00%,30.70%,9.60%,12.40%,PG,1,2,1.9,1.9,3.03,1.9,1.9,3.01,1.9,1.9,3,1.9,1.9,2.9,3,3,3.02,3,3,3,3,3,3,3,3,#31 Ashley Hiraki,0.86,-0.67,-0.295,0.389,0.677,-0.964,0.521,0.13,0,1.292,1.194,-0.367,1.8,-1.9,1.3,2,-0.5,2.7,43.50%,1.2,#31 Ashley Hiraki,0.605,-0.401,-0.176,0.477,0.476,-0.644,0.567,-0.066,0,0.202,0.591,-0.439,2.7,-1.2,0.7,-1.9,-1,-0.6,43.50%,-0.3,#31 Ashley Hiraki (1st),1.9,3,400,17.4,-2.4,-2.5,0.1,-1,-0.15,14.8,16.7,-2.2,-2.3,-2.4,0.1
12,#33 Danja Stafford,21,21,,242,15,42,0.357,0,0,-,15,42,0.357,,19,24,0.792,24,30,54,7,11,9,21,39,49,53,0.93,47.6,486,12,9.8,8.6,4.9,0,1.4,4.3,4.9,6.2,11.1,2.3,1.9,8,28.70%,20.80%,38.90%,9.60%,71.30%,9.80%,SF,3,5.3,4.9,4.9,3.03,4.9,4.9,3.01,4.9,4.9,3,4.9,4.9,4.5,4.4,4.4,3.02,4.4,4.4,3,4.4,4.4,3,4.4,4.4,#33 Danja Stafford,0.86,-0.747,-0.329,0.389,1.022,-0.964,0.193,0.179,0,1.018,0.72,-0.367,0.3,-2.7,2.1,0.7,2,2.4,26.30%,0.6,#33 Danja Stafford,0.605,-0.451,-0.198,0.477,0.476,-0.874,0.427,0.097,0,0.291,0.114,-0.439,1.1,-3.1,2.7,-2.7,0.6,-1.4,26.30%,-0.4,#33 Danja Stafford (3rd),4.9,4.4,242,11.5,-2.7,-3.2,0.5,-0.7,-0.18,9.7,69.3,-3.1,-2.8,-3.2,0.4
13,#34 Lana Hollingsworth,21,23,,336,39,100,0.39,9,30,0.3,30,70,0.429,,17,23,0.739,33,28,61,16,12,5,22,34,104,110,0.94,101.1,675,27,15,14.8,3.4,1.3,2.4,3.3,4.9,4.2,9,1.8,0.7,5,23.30%,16.30%,24.40%,15.80%,28.50%,15.60%,SG,2,3.9,3.7,3.7,3.03,3.6,3.6,3.01,3.6,3.6,3,3.6,3.6,3.6,3.7,3.7,3.02,3.6,3.6,3,3.6,3.6,3,3.6,3.6,#34 Lana Hollingsworth,0.86,-0.705,-0.31,0.389,0.877,-0.964,0.33,0.159,0,1.133,0.919,-0.367,1.9,-1.1,2.3,0.8,0.9,4.8,36.50%,1.8,#34 Lana Hollingsworth,0.605,-0.424,-0.186,0.477,0.476,-0.777,0.486,0.029,0,0.254,0.314,-0.439,2.8,-1.4,2.5,-1.5,0.3,2.6,36.50%,1,#34 Lana Hollingsworth (1st),3.6,3.6,336,14.6,-0.2,0.8,-1,-0.1,0.66,12.4,38,-2.6,-0.4,0.5,-0.9
1,#4 Kimora Sykes,21,21,,331,23,85,0.271,13,56,0.232,10,29,0.345,,6,10,0.6,19,27,46,14,17,5,20,23,65,89,0.73,68.5,731,9,9.4,11.6,1.4,1.8,1.9,2.7,2.6,3.7,6.3,2.3,0.7,3.1,14.5%,27.3%,17.2%,11.5%,9.7%,4.3%,SF,3,2.6,2.7,2.7,3.11,2.6,2.6,3.00,2.6,2.6,3.00,2.6,2.6,4.9,4.8,4.8,3.07,4.7,4.7,3.00,4.7,4.7,3.00,4.7,4.7,#4 Kimora Sykes,0.860,-0.763,-0.336,0.389,0.759,-0.964,0.443,0.142,0.000,1.227,1.082,-0.367,-0.6,-1.2,1.7,2.4,2.2,4.5,39.4%,1.8,#4 Kimora Sykes,0.605,-0.461,-0.203,0.477,0.476,-0.698,0.534,-0.027,0.000,0.223,0.478,-0.439,0.9,-1.0,1.3,-0.5,0.4,1.0,39.4%,0.4,#4 Kimora Sykes (1st),2.6,4.7,331,15.8,-0.7,-2.2,1.5,-0.3,0.51,13.2,39.7,-2.4,-0.9,-2.3,1.4
2,#10 Chinma Njoku,21,4,,43,8,11,0.727,0,0,,8,11,0.727,,5,8,0.63,10,10,20,1,0,1,3,6,21,15,1.45,21.6,95,12,22.7,11.6,8.4,0.0,1.1,3.2,10.5,10.5,21.1,0.0,1.1,6.3,48.5%,0.0%,34.6%,6.3%,14.9%,45.6%,PF,4,6.7,5.2,5.0,3.11,5.1,5.0,3.00,5.1,5.0,3.00,5.1,5.0,1.7,2.9,2.9,3.07,2.9,2.9,3.00,2.9,2.9,3.00,2.9,2.9,#10 Chinma Njoku,0.860,-0.663,-0.292,0.389,1.034,-0.964,0.181,0.181,0.000,1.008,0.703,-0.367,9.4,-2.0,3.8,-1.6,-0.2,9.5,5.1%,0.5,#10 Chinma Njoku,0.605,-0.396,-0.174,0.477,0.476,-0.882,0.422,0.103,0.000,0.294,0.097,-0.439,7.7,-2.3,5.5,-2.7,-0.1,8.2,5.1%,0.4,#10 Chinma Njoku (4th),5.0,2.9,43,10.8,4.3,5.0,-0.7,0.2,0.32,5.4,135.7,-3.8,-1.9,-1.7,-0.2
3,#12 Mary-Kay Naro,21,21,,656,40,133,0.301,11,45,0.244,29,88,0.33,,18,31,0.58,20,48,68,111,25,12,61,34,109,147,0.74,114.7,1449,16,7.9,9.2,2.1,0.8,7.7,4.2,1.4,3.3,4.7,1.7,0.8,2.3,10.8%,20.3%,12.8%,46.0%,11.7%,4.2%,SG,2,1.3,1.3,1.3,3.11,1.2,1.2,3.00,1.2,1.2,3.00,1.2,1.2,2.6,2.7,2.7,3.07,2.6,2.6,3.00,2.6,2.6,3.00,2.6,2.6,#12 Mary-Kay Naro,0.860,-0.649,-0.286,0.389,0.603,-0.964,0.591,0.119,0.000,1.351,1.295,-0.367,0.5,0.6,1.2,2.5,-1.3,3.6,78.1%,2.8,#12 Mary-Kay Naro,0.605,-0.388,-0.171,0.477,0.476,-0.594,0.597,-0.101,0.000,0.183,0.693,-0.439,1.2,1.1,0.5,-0.1,-1.7,1.0,78.1%,0.8,#12 Mary-Kay Naro (5th),1.2,2.6,656,31.2,-1.6,-2.2,0.6,-1.3,0.29,26.2,0.0,-0.2,-1.6,-2.2,0.6
4,#14 Anna Ostlie,21,17,,247,31,97,0.32,22,80,0.275,9,17,0.529,,8,13,0.62,3,24,27,18,8,0,20,25,92,103,0.90,96.0,545,27,17.6,17.8,2.4,4.0,3.3,3.7,0.5,4.4,4.9,1.5,0.0,4.6,11.4%,17.2%,25.1%,19.8%,0.0%,18.2%,PG,1,2.2,2.0,2.0,3.11,1.9,1.9,3.00,1.9,1.9,3.00,1.9,1.9,3.1,3.3,3.3,3.07,3.2,3.2,3.00,3.2,3.2,3.00,3.2,3.2,#14 Anna Ostlie,0.860,-0.681,-0.300,0.389,0.685,-0.964,0.513,0.131,0.000,1.286,1.183,-0.367,3.9,-1.3,0.9,0.2,-0.2,3.5,29.4%,1.0,#14 Anna Ostlie,0.605,-0.408,-0.180,0.477,0.476,-0.649,0.564,-0.062,0.000,0.204,0.580,-0.439,4.9,-0.8,0.0,-1.7,-0.8,1.6,29.4%,0.5,#14 Anna Ostlie (2nd),1.9,3.2,247,14.5,-1.7,-1.7,0.0,-0.5,0.09,11.8,67.7,-2.7,-1.9,-1.9,0.0
5,#15 Cristina Gil,21,16,,124,10,33,0.303,6,18,0.333,4,15,0.267,,0,0,,2,6,8,12,4,1,15,18,26,33,0.79,27.3,274,5,10.0,12.1,0.0,2.2,4.4,5.5,0.7,2.2,2.9,1.5,0.4,6.6,6.7%,17.1%,36.0%,26.3%,5.2%,6.9%,PG,1,1.8,1.6,1.6,3.11,1.5,1.5,3.00,1.5,1.5,3.00,1.5,1.5,3.7,3.8,3.8,3.07,3.7,3.7,3.00,3.7,3.7,3.00,3.7,3.7,#15 Cristina Gil,0.860,-0.708,-0.312,0.389,0.632,-0.964,0.563,0.124,0.000,1.327,1.255,-0.367,0.9,-2.5,0.7,0.0,0.3,-0.6,14.8%,-0.1,#15 Cristina Gil,0.605,-0.426,-0.187,0.477,0.476,-0.614,0.585,-0.087,0.000,0.191,0.652,-0.439,1.9,-1.3,0.2,-2.4,-1.0,-2.5,14.8%,-0.4,#15 Cristina Gil (2nd),1.5,3.7,124,7.8,-5.8,-5.7,-0.1,-0.9,-0.57,6.2,108.7,-3.7,-4.8,-4.8,-0.1
6,#21 Martina Machalova,21,18,,122,13,28,0.464,2,7,0.286,11,21,0.524,,5,7,0.71,8,5,13,3,4,0,8,13,33,31,1.06,34.2,269,13,12.7,10.4,2.6,0.7,1.1,3.0,3.0,1.9,4.8,1.5,0.0,4.8,11.1%,17.4%,26.4%,6.7%,0.0%,18.2%,PG,1,2.7,2.2,2.2,3.11,2.1,2.1,3.00,2.1,2.1,3.00,2.1,2.1,4.0,4.0,4.0,3.07,3.9,3.9,3.00,3.9,3.9,3.00,3.9,3.9,#21 Martina Machalova,0.860,-0.722,-0.317,0.389,0.703,-0.964,0.496,0.134,0.000,1.271,1.157,-0.367,2.9,-2.1,1.7,0.1,0.9,3.6,14.5%,0.5,#21 Martina Machalova,0.605,-0.434,-0.191,0.477,0.476,-0.661,0.556,-0.054,0.000,0.209,0.554,-0.439,3.0,-1.4,1.6,-1.8,-0.4,1.0,14.5%,0.1,#21 Martina Machalova (4th),2.1,3.9,122,6.8,-1.6,-2.3,0.6,-0.2,0.05,5.5,109.3,-3.8,-2.7,-3.0,0.3
7,#22 Raigan Reed,21,11,,127,11,34,0.324,6,20,0.3,5,14,0.357,,7,11,0.64,3,12,15,3,7,0,18,7,35,39,0.90,36.5,280,10,13.0,12.1,3.9,2.1,1.1,6.4,1.1,4.3,5.3,2.5,0.0,2.5,12.3%,29.3%,13.7%,6.4%,0.0%,13.7%,PG,1,2.4,2.0,2.0,3.11,1.9,1.9,3.00,1.9,1.9,3.00,1.9,1.9,4.4,4.3,4.3,3.07,4.2,4.2,3.00,4.2,4.2,3.00,4.2,4.2,#22 Raigan Reed,0.860,-0.737,-0.324,0.389,0.680,-0.964,0.518,0.130,0.000,1.290,1.190,-0.367,1.8,-5.5,1.1,2.3,1.2,1.0,15.1%,0.2,#22 Raigan Reed,0.605,-0.444,-0.196,0.477,0.476,-0.646,0.566,-0.065,0.000,0.203,0.587,-0.439,2.7,-3.6,0.3,-0.6,-0.4,-1.6,15.1%,-0.2,#22 Raigan Reed (3rd),1.9,4.2,127,11.5,-4.2,-4.8,0.6,-0.6,-0.33,8.5,107.7,-3.3,-3.8,-4.1,0.3
8,#25 Rachel Bowers,21,14,,223,37,70,0.529,2,10,0.2,35,60,0.583,,12,16,0.75,22,44,66,5,6,12,16,32,88,77,1.14,91.0,492,39,18.5,14.2,3.2,0.4,1.0,3.2,4.5,8.9,13.4,1.2,2.4,6.5,30.8%,14.3%,35.6%,6.1%,34.5%,29.2%,PF,4,5.2,4.9,4.9,3.11,4.8,4.8,3.00,4.8,4.8,3.00,4.8,4.8,3.1,3.3,3.3,3.07,3.2,3.2,3.00,3.2,3.2,3.00,3.2,3.2,#25 Rachel Bowers,0.860,-0.681,-0.300,0.389,1.016,-0.964,0.198,0.178,0.000,1.022,0.728,-0.367,5.4,-2.1,2.5,0.6,0.3,6.7,26.5%,1.8,#25 Rachel Bowers,0.605,-0.408,-0.180,0.477,0.476,-0.870,0.429,0.094,0.000,0.289,0.122,-0.439,5.0,-2.3,2.8,-2.2,0.1,3.3,26.5%,0.9,#25 Rachel Bowers (2nd),4.8,3.2,223,15.9,1.5,0.1,1.4,0.4,0.92,12.4,75.7,-2.6,0.4,-0.6,1.1
9,#30 Jade Loville,21,21,,640,149,346,0.431,5,36,0.139,144,310,0.464,,54,62,0.87,17,51,68,36,11,7,30,35,357,373,0.96,371.5,1413,121,26.3,24.5,4.4,0.4,2.5,2.1,1.2,3.6,4.8,0.8,0.5,2.5,11.1%,9.1%,13.6%,15.3%,7.0%,31.4%,SG,2,2.6,2.5,2.5,3.11,2.4,2.4,3.00,2.4,2.4,3.00,2.4,2.4,2.3,2.4,2.4,3.07,2.4,2.4,3.00,2.4,2.4,3.00,2.4,2.4,#30 Jade Loville,0.860,-0.635,-0.279,0.389,0.742,-0.964,0.459,0.139,0.000,1.240,1.105,-0.367,6.0,-0.2,1.1,0.6,-1.1,6.4,76.2%,4.8,#30 Jade Loville,0.605,-0.378,-0.166,0.477,0.476,-0.687,0.540,-0.035,0.000,0.219,0.501,-0.439,6.1,-0.2,0.5,-0.7,-0.8,4.9,76.2%,3.8,#30 Jade Loville (1st),2.4,2.4,640,30.5,1.1,1.7,-0.5,0.9,2.39,25.6,0.0,-0.3,1.1,1.7,-0.5
